,County,Value,State (Rate),Year,Content.Area,State (Avg)
859,MOHAVE,"1,378",,2010,Food Safety,"2,306"
860,YAVAPAI,"1,209",,2010,Food Safety,"2,306"
861,YUMA,"1,002",,2010,Food Safety,"2,306"
862,PINAL,956,,2010,Food Safety,"2,306"
863,COCHISE,898,,2010,Food Safety,"2,306"
864,NAVAJO,726,,2010,Food Safety,"2,306"
865,GILA,401,,2010,Food Safety,"2,306"
866,SANTA CRUZ,314,,2010,Food Safety,"2,306"
867,LA PAZ,214,,2010,Food Safety,"2,306"
868,GRAHAM,200,,2010,Food Safety,"2,306"
869,APACHE,164,,2010,Food Safety,"2,306"
870,GREENLEE,73,,2010,Food Safety,"2,306"
871,LA PAZ,23.39,13.22,2019,Heart Disease,
872,GILA,22.17,13.22,2019,Heart Disease,
873,MOHAVE,20.09,13.22,2019,Heart Disease,
874,COCHISE,18.85,13.22,2019,Heart Disease,
875,GREENLEE,18.79,13.22,2019,Heart Disease,
876,GRAHAM,17.03,13.22,2019,Heart Disease,
877,NAVAJO,15.08,13.22,2019,Heart Disease,
878,YAVAPAI,15,13.22,2019,Heart Disease,
879,YUMA,14.44,13.22,2019,Heart Disease,
880,PINAL,14.19,13.22,2019,Heart Disease,
881,APACHE,13.03,13.22,2019,Heart Disease,
882,PIMA,12.83,13.22,2019,Heart Disease,
883,MARICOPA,12.28,13.22,2019,Heart Disease,
884,SANTA CRUZ,12.17,13.22,2019,Heart Disease,
885,COCONINO,8.26,13.22,2019,Heart Disease,
886,GREENLEE,24.32,13.25,2018,Heart Disease,
887,GRAHAM,21.92,13.25,2018,Heart Disease,
888,MOHAVE,20.11,13.25,2018,Heart Disease,
889,COCHISE,20.02,13.25,2018,Heart Disease,
890,GILA,18.58,13.25,2018,Heart Disease,
891,YUMA,17.52,13.25,2018,Heart Disease,
892,NAVAJO,14.68,13.25,2018,Heart Disease,
893,YAVAPAI,14.2,13.25,2018,Heart Disease,
894,PINAL,14.17,13.25,2018,Heart Disease,
895,SANTA CRUZ,13.49,13.25,2018,Heart Disease,
896,PIMA,13.25,13.25,2018,Heart Disease,
897,LA PAZ,12.37,13.25,2018,Heart Disease,
898,MARICOPA,12.08,13.25,2018,Heart Disease,
899,APACHE,10.86,13.25,2018,Heart Disease,
900,COCONINO,9.48,13.25,2018,Heart Disease,
901,GRAHAM,27.96,13.88,2017,Heart Disease,
902,GREENLEE,27.28,13.88,2017,Heart Disease,
903,GILA,22.79,13.88,2017,Heart Disease,
904,COCHISE,19.53,13.88,2017,Heart Disease,
905,YUMA,17.8,13.88,2017,Heart Disease,
906,NAVAJO,17.32,13.88,2017,Heart Disease,
907,MOHAVE,17.1,13.88,2017,Heart Disease,
908,YAVAPAI,14.13,13.88,2017,Heart Disease,
909,PINAL,14.06,13.88,2017,Heart Disease,
910,MARICOPA,13.4,13.88,2017,Heart Disease,
911,PIMA,12.72,13.88,2017,Heart Disease,
912,SANTA CRUZ,12.17,13.88,2017,Heart Disease,
913,LA PAZ,12.11,13.88,2017,Heart Disease,
914,APACHE,9.9,13.88,2017,Heart Disease,
915,COCONINO,9.07,13.88,2017,Heart Disease,
916,GREENLEE,24.61,13.66,2016,Heart Disease,
917,GRAHAM,19.25,13.66,2016,Heart Disease,
918,GILA,19.14,13.66,2016,Heart Disease,
919,COCHISE,18.84,13.66,2016,Heart Disease,
920,MOHAVE,17.55,13.66,2016,Heart Disease,
921,NAVAJO,16.64,13.66,2016,Heart Disease,
922,YUMA,16.08,13.66,2016,Heart Disease,
923,LA PAZ,15.86,13.66,2016,Heart Disease,
924,YAVAPAI,13.94,13.66,2016,Heart Disease,
925,PINAL,13.77,13.66,2016,Heart Disease,
926,MARICOPA,13.18,13.66,2016,Heart Disease,
927,PIMA,12.96,13.66,2016,Heart Disease,
928,SANTA CRUZ,12.61,13.66,2016,Heart Disease,
929,APACHE,11.53,13.66,2016,Heart Disease,
930,COCONINO,9.85,13.66,2016,Heart Disease,
931,GRAHAM,23.39,13.62,2015,Heart Disease,
932,GREENLEE,22.74,13.62,2015,Heart Disease,
933,COCHISE,19.03,13.62,2015,Heart Disease,
934,YUMA,17.82,13.62,2015,Heart Disease,
935,MOHAVE,17.75,13.62,2015,Heart Disease,
936,GILA,17.44,13.62,2015,Heart Disease,
937,LA PAZ,17.07,13.62,2015,Heart Disease,
938,NAVAJO,16.31,13.62,2015,Heart Disease,
939,PINAL,14.74,13.62,2015,Heart Disease,
940,YAVAPAI,14.01,13.62,2015,Heart Disease,
941,SANTA CRUZ,13.3,13.62,2015,Heart Disease,
942,MARICOPA,12.85,13.62,2015,Heart Disease,
943,PIMA,12.67,13.62,2015,Heart Disease,
944,APACHE,11.78,13.62,2015,Heart Disease,
945,COCONINO,9.46,13.62,2015,Heart Disease,
946,LA PAZ,24.65,12.83,2014,Heart Disease,
947,COCHISE,20.19,12.83,2014,Heart Disease,
948,GILA,19.84,12.83,2014,Heart Disease,
949,GRAHAM,19.5,12.83,2014,Heart Disease,
950,YUMA,16.28,12.83,2014,Heart Disease,
951,MOHAVE,15.59,12.83,2014,Heart Disease,
952,NAVAJO,15.56,12.83,2014,Heart Disease,
953,YAVAPAI,13.22,12.83,2014,Heart Disease,
954,PINAL,13.12,12.83,2014,Heart Disease,
955,GREENLEE,12.9,12.83,2014,Heart Disease,
956,SANTA CRUZ,12.87,12.83,2014,Heart Disease,
957,MARICOPA,12.36,12.83,2014,Heart Disease,
958,PIMA,11.36,12.83,2014,Heart Disease,
959,APACHE,8.9,12.83,2014,Heart Disease,
960,COCONINO,7.85,12.83,2014,Heart Disease,
961,GREENLEE,26.59,12.9,2013,Heart Disease,
962,COCHISE,21.74,12.9,2013,Heart Disease,
963,GILA,20.23,12.9,2013,Heart Disease,
964,NAVAJO,16.32,12.9,2013,Heart Disease,
965,MOHAVE,16.27,12.9,2013,Heart Disease,
966,GRAHAM,14.54,12.9,2013,Heart Disease,
967,YUMA,14.23,12.9,2013,Heart Disease,
968,SANTA CRUZ,13.58,12.9,2013,Heart Disease,
969,LA PAZ,13.3,12.9,2013,Heart Disease,
970,PINAL,13.17,12.9,2013,Heart Disease,
971,YAVAPAI,12.77,12.9,2013,Heart Disease,
972,MARICOPA,12.4,12.9,2013,Heart Disease,
973,PIMA,11.89,12.9,2013,Heart Disease,
974,APACHE,11.08,12.9,2013,Heart Disease,
975,COCONINO,8.67,12.9,2013,Heart Disease,
976,GREENLEE,32.53,13.7,2012,Heart Disease,
977,COCHISE,23,13.7,2012,Heart Disease,
978,GILA,21.87,13.7,2012,Heart Disease,
979,LA PAZ,21.1,13.7,2012,Heart Disease,
980,GRAHAM,20.84,13.7,2012,Heart Disease,
981,NAVAJO,17.69,13.7,2012,Heart Disease,
982,MOHAVE,17.12,13.7,2012,Heart Disease,
983,YAVAPAI,14.77,13.7,2012,Heart Disease,
984,YUMA,14.52,13.7,2012,Heart Disease,
985,PINAL,14.03,13.7,2012,Heart Disease,
986,APACHE,13.14,13.7,2012,Heart Disease,
987,SANTA CRUZ,12.99,13.7,2012,Heart Disease,
988,MARICOPA,12.92,13.7,2012,Heart Disease,
989,PIMA,12.65,13.7,2012,Heart Disease,
990,COCONINO,9.14,13.7,2012,Heart Disease,
991,COCHISE,24.83,13.87,2011,Heart Disease,
992,GILA,22.63,13.87,2011,Heart Disease,
993,GREENLEE,22.19,13.87,2011,Heart Disease,
994,GRAHAM,21.2,13.87,2011,Heart Disease,
995,LA PAZ,19.5,13.87,2011,Heart Disease,
996,MOHAVE,16.45,13.87,2011,Heart Disease,
997,YUMA,15.55,13.87,2011,Heart Disease,
998,PINAL,14.55,13.87,2011,Heart Disease,
999,NAVAJO,14.34,13.87,2011,Heart Disease,
1000,PIMA,13.57,13.87,2011,Heart Disease,
1001,MARICOPA,13.17,13.87,2011,Heart Disease,
1002,YAVAPAI,12.95,13.87,2011,Heart Disease,
1003,SANTA CRUZ,11.64,13.87,2011,Heart Disease,
1004,APACHE,11.28,13.87,2011,Heart Disease,
1005,COCONINO,9.87,13.87,2011,Heart Disease,
1006,GILA,24.57,14.48,2010,Heart Disease,
1007,COCHISE,23.62,14.48,2010,Heart Disease,
1008,LA PAZ,22.87,14.48,2010,Heart Disease,
1009,GREENLEE,21.09,14.48,2010,Heart Disease,
1010,MOHAVE,18.6,14.48,2010,Heart Disease,
1011,GRAHAM,17.97,14.48,2010,Heart Disease,
1012,YUMA,17.05,14.48,2010,Heart Disease,
1013,NAVAJO,15.41,14.48,2010,Heart Disease,
1014,PINAL,14.69,14.48,2010,Heart Disease,
1015,PIMA,14.33,14.48,2010,Heart Disease,
1016,SANTA CRUZ,14.1,14.48,2010,Heart Disease,
1017,MARICOPA,13.74,14.48,2010,Heart Disease,
1018,YAVAPAI,11.82,14.48,2010,Heart Disease,
1019,COCONINO,11.35,14.48,2010,Heart Disease,
1020,APACHE,10.61,14.48,2010,Heart Disease,
1021,GILA,25.12,14.48,2009,Heart Disease,
1022,COCHISE,24.43,14.48,2009,Heart Disease,
1023,GRAHAM,23.86,14.48,2009,Heart Disease,
1024,GREENLEE,20.95,14.48,2009,Heart Disease,
1025,LA PAZ,16.93,14.48,2009,Heart Disease,
1026,MOHAVE,16.79,14.48,2009,Heart Disease,
1027,PINAL,16.13,14.48,2009,Heart Disease,
1028,YUMA,15.79,14.48,2009,Heart Disease,
1029,PIMA,14.78,14.48,2009,Heart Disease,
1030,NAVAJO,14.44,14.48,2009,Heart Disease,
1031,YAVAPAI,13.77,14.48,2009,Heart Disease,
1032,APACHE,13.55,14.48,2009,Heart Disease,
1033,MARICOPA,13.5,14.48,2009,Heart Disease,
1034,SANTA CRUZ,11.69,14.48,2009,Heart Disease,
1035,COCONINO,8.74,14.48,2009,Heart Disease,
1036,GREENLEE,22.13,15.35,2008,Heart Disease,
1037,COCHISE,21.4,15.35,2008,Heart Disease,
1038,GRAHAM,20.02,15.35,2008,Heart Disease,
1039,GILA,19.98,15.35,2008,Heart Disease,
1040,PINAL,18.34,15.35,2008,Heart Disease,
1041,SANTA CRUZ,17.88,15.35,2008,Heart Disease,
1042,NAVAJO,17.37,15.35,2008,Heart Disease,
1043,PIMA,16.74,15.35,2008,Heart Disease,
1044,MOHAVE,15.18,15.35,2008,Heart Disease,
1045,YUMA,14.57,15.35,2008,Heart Disease,
1046,LA PAZ,14.53,15.35,2008,Heart Disease,
1047,MARICOPA,14.43,15.35,2008,Heart Disease,
1048,YAVAPAI,14.24,15.35,2008,Heart Disease,
1049,APACHE,12.9,15.35,2008,Heart Disease,
1050,COCONINO,12.8,15.35,2008,Heart Disease,
1051,COCHISE,23.24,14.99,2007,Heart Disease,
1052,GILA,20.79,14.99,2007,Heart Disease,
1053,GRAHAM,20.49,14.99,2007,Heart Disease,
1054,NAVAJO,18.66,14.99,2007,Heart Disease,
1055,PINAL,18.05,14.99,2007,Heart Disease,
1056,GREENLEE,18.01,14.99,2007,Heart Disease,
1057,LA PAZ,17.33,14.99,2007,Heart Disease,
1058,MOHAVE,16.36,14.99,2007,Heart Disease,
1059,YUMA,16.11,14.99,2007,Heart Disease,
1060,YAVAPAI,15.08,14.99,2007,Heart Disease,
1061,PIMA,14.55,14.99,2007,Heart Disease,
1062,SANTA CRUZ,14.32,14.99,2007,Heart Disease,
1063,MARICOPA,14.17,14.99,2007,Heart Disease,
1064,APACHE,13.9,14.99,2007,Heart Disease,
1065,COCONINO,9.41,14.99,2007,Heart Disease,
1066,COCHISE,22.3,15.86,2006,Heart Disease,
1067,GRAHAM,22.03,15.86,2006,Heart Disease,
1068,GILA,20.45,15.86,2006,Heart Disease,
1069,PINAL,20.44,15.86,2006,Heart Disease,
1070,LA PAZ,18.91,15.86,2006,Heart Disease,
1071,MOHAVE,18.41,15.86,2006,Heart Disease,
1072,YUMA,16.43,15.86,2006,Heart Disease,
1073,YAVAPAI,15.79,15.86,2006,Heart Disease,
1074,SANTA CRUZ,15.63,15.86,2006,Heart Disease,
1075,MARICOPA,15.2,15.86,2006,Heart Disease,
1076,PIMA,15.19,15.86,2006,Heart Disease,
1077,NAVAJO,14.51,15.86,2006,Heart Disease,
1078,COCONINO,11.93,15.86,2006,Heart Disease,
1079,APACHE,11.91,15.86,2006,Heart Disease,
1080,GREENLEE,7.52,15.86,2006,Heart Disease,
1081,GRAHAM,26.81,16.64,2005,Heart Disease,
1082,COCHISE,26.56,16.64,2005,Heart Disease,
1083,PINAL,22.67,16.64,2005,Heart Disease,
1084,LA PAZ,20.5,16.64,2005,Heart Disease,
1085,NAVAJO,18.72,16.64,2005,Heart Disease,
1086,GREENLEE,18.63,16.64,2005,Heart Disease,
1087,SANTA CRUZ,18.59,16.64,2005,Heart Disease,
1088,MOHAVE,18.03,16.64,2005,Heart Disease,
1089,GILA,17.66,16.64,2005,Heart Disease,
1090,YUMA,17.53,16.64,2005,Heart Disease,
1091,PIMA,15.91,16.64,2005,Heart Disease,
1092,MARICOPA,15.86,16.64,2005,Heart Disease,
1093,YAVAPAI,15.32,16.64,2005,Heart Disease,
1094,COCONINO,14.2,16.64,2005,Heart Disease,
1095,APACHE,11.55,16.64,2005,Heart Disease,
1096,YUMA,105.4,35.42,2019,Heat Stress Illness,
1097,MOHAVE,67.93,35.42,2019,Heat Stress Illness,
1098,GILA,59,35.42,2019,Heat Stress Illness,
1099,PINAL,49.15,35.42,2019,Heat Stress Illness,
1100,LA PAZ,47.54,35.42,2019,Heat Stress Illness,
1101,GRAHAM,35.23,35.42,2019,Heat Stress Illness,
1102,COCHISE,34.02,35.42,2019,Heat Stress Illness,
1103,MARICOPA,33.65,35.42,2019,Heat Stress Illness,
1104,SANTA CRUZ,29.52,35.42,2019,Heat Stress Illness,
1105,PIMA,28.25,35.42,2019,Heat Stress Illness,
1106,YAVAPAI,20.57,35.42,2019,Heat Stress Illness,
1107,APACHE,14.05,35.42,2019,Heat Stress Illness,
1108,COCONINO,12.94,35.42,2019,Heat Stress Illness,
1109,NAVAJO,10.83,35.42,2019,Heat Stress Illness,
1110,LA PAZ,153.14,36.69,2018,Heat Stress Illness,
1111,YUMA,104.34,36.69,2018,Heat Stress Illness,
1112,MOHAVE,89.59,36.69,2018,Heat Stress Illness,
1113,PINAL,52.56,36.69,2018,Heat Stress Illness,
1114,GILA,51.43,36.69,2018,Heat Stress Illness,
1115,GRAHAM,37.71,36.69,2018,Heat Stress Illness,
1116,MARICOPA,33.24,36.69,2018,Heat Stress Illness,
1117,PIMA,31.27,36.69,2018,Heat Stress Illness,
1118,COCHISE,29.76,36.69,2018,Heat Stress Illness,
1119,YAVAPAI,22.58,36.69,2018,Heat Stress Illness,
1120,SANTA CRUZ,18.86,36.69,2018,Heat Stress Illness,
1121,COCONINO,17.99,36.69,2018,Heat Stress Illness,
1122,NAVAJO,11.98,36.69,2018,Heat Stress Illness,
1123,APACHE,9.74,36.69,2018,Heat Stress Illness,
1124,LA PAZ,120.2,37.86,2017,Heat Stress Illness,
1125,YUMA,106.39,37.86,2017,Heat Stress Illness,
1126,MOHAVE,93.18,37.86,2017,Heat Stress Illness,
1127,PINAL,45.75,37.86,2017,Heat Stress Illness,
1128,COCHISE,44.34,37.86,2017,Heat Stress Illness,
1129,GRAHAM,38.45,37.86,2017,Heat Stress Illness,
1130,GILA,38.13,37.86,2017,Heat Stress Illness,
1131,MARICOPA,35.8,37.86,2017,Heat Stress Illness,
1132,PIMA,28.51,37.86,2017,Heat Stress Illness,
1133,YAVAPAI,26.91,37.86,2017,Heat Stress Illness,
1134,NAVAJO,19.54,37.86,2017,Heat Stress Illness,
1135,COCONINO,16.57,37.86,2017,Heat Stress Illness,
1136,APACHE,12.82,37.86,2017,Heat Stress Illness,
1137,SANTA CRUZ,12.57,37.86,2017,Heat Stress Illness,
1138,LA PAZ,172.69,36.4,2016,Heat Stress Illness,
1139,MOHAVE,100.21,36.4,2016,Heat Stress Illness,
1140,YUMA,88.98,36.4,2016,Heat Stress Illness,
1141,GILA,52.08,36.4,2016,Heat Stress Illness,
1142,GRAHAM,45.86,36.4,2016,Heat Stress Illness,
1143,PINAL,45.11,36.4,2016,Heat Stress Illness,
1144,MARICOPA,34.11,36.4,2016,Heat Stress Illness,
1145,COCHISE,31.23,36.4,2016,Heat Stress Illness,
1146,YAVAPAI,29.18,36.4,2016,Heat Stress Illness,
1147,PIMA,27.72,36.4,2016,Heat Stress Illness,
1148,COCONINO,21.82,36.4,2016,Heat Stress Illness,
1149,NAVAJO,20.51,36.4,2016,Heat Stress Illness,
1150,APACHE,11.81,36.4,2016,Heat Stress Illness,
1151,LA PAZ,116.32,29.29,2015,Heat Stress Illness,
1152,MOHAVE,86.32,29.29,2015,Heat Stress Illness,
1153,YUMA,78.64,29.29,2015,Heat Stress Illness,
1154,PINAL,38.37,29.29,2015,Heat Stress Illness,
1155,GILA,37.06,29.29,2015,Heat Stress Illness,
1156,MARICOPA,28.09,29.29,2015,Heat Stress Illness,
1157,GRAHAM,22.85,29.29,2015,Heat Stress Illness,
1158,YAVAPAI,21.68,29.29,2015,Heat Stress Illness,
1159,PIMA,19.17,29.29,2015,Heat Stress Illness,
1160,COCHISE,16.75,29.29,2015,Heat Stress Illness,
1161,SANTA CRUZ,13.69,29.29,2015,Heat Stress Illness,
1162,COCONINO,13.48,29.29,2015,Heat Stress Illness,
1163,NAVAJO,10.29,29.29,2015,Heat Stress Illness,
1164,APACHE,9.94,29.29,2015,Heat Stress Illness,
1165,LA PAZ,111.48,26.06,2014,Heat Stress Illness,
1166,YUMA,82.8,26.06,2014,Heat Stress Illness,
1167,MOHAVE,75.08,26.06,2014,Heat Stress Illness,
1168,PINAL,35.45,26.06,2014,Heat Stress Illness,
1169,MARICOPA,24.46,26.06,2014,Heat Stress Illness,
1170,GILA,21.05,26.06,2014,Heat Stress Illness,
1171,PIMA,18.8,26.06,2014,Heat Stress Illness,
1172,COCHISE,18.16,26.06,2014,Heat Stress Illness,
1173,COCONINO,15.93,26.06,2014,Heat Stress Illness,
1174,GRAHAM,14.08,26.06,2014,Heat Stress Illness,
1175,APACHE,13.94,26.06,2014,Heat Stress Illness,
1176,YAVAPAI,6.98,26.06,2014,Heat Stress Illness,
1177,LA PAZ,125.73,27.73,2013,Heat Stress Illness,
1178,YUMA,85.36,27.73,2013,Heat Stress Illness,
1179,MOHAVE,58.2,27.73,2013,Heat Stress Illness,
1180,GRAHAM,47.3,27.73,2013,Heat Stress Illness,
1181,PINAL,39.94,27.73,2013,Heat Stress Illness,
1182,GILA,31.81,27.73,2013,Heat Stress Illness,
1183,MARICOPA,26.75,27.73,2013,Heat Stress Illness,
1184,COCHISE,25.74,27.73,2013,Heat Stress Illness,
1185,PIMA,17.74,27.73,2013,Heat Stress Illness,
1186,YAVAPAI,13.9,27.73,2013,Heat Stress Illness,
1187,COCONINO,13.43,27.73,2013,Heat Stress Illness,
1188,NAVAJO,12.03,27.73,2013,Heat Stress Illness,
1189,APACHE,9.62,27.73,2013,Heat Stress Illness,
1190,GREENLEE,0,27.73,2013,Heat Stress Illness,
1191,LA PAZ,126.68,30.01,2012,Heat Stress Illness,
1192,YUMA,87.72,30.01,2012,Heat Stress Illness,
1193,MOHAVE,61.2,30.01,2012,Heat Stress Illness,
1194,GILA,40.58,30.01,2012,Heat Stress Illness,
1195,PINAL,31.05,30.01,2012,Heat Stress Illness,
1196,MARICOPA,29.34,30.01,2012,Heat Stress Illness,
1197,GRAHAM,27.05,30.01,2012,Heat Stress Illness,
1198,PIMA,22.71,30.01,2012,Heat Stress Illness,
1199,YAVAPAI,21.66,30.01,2012,Heat Stress Illness,
1200,COCHISE,21.44,30.01,2012,Heat Stress Illness,
1201,NAVAJO,19.18,30.01,2012,Heat Stress Illness,
1202,APACHE,13.27,30.01,2012,Heat Stress Illness,
1203,COCONINO,13.06,30.01,2012,Heat Stress Illness,
1204,LA PAZ,144.96,30.36,2011,Heat Stress Illness,
1205,YUMA,81.43,30.36,2011,Heat Stress Illness,
1206,MOHAVE,49.41,30.36,2011,Heat Stress Illness,
1207,GRAHAM,38.41,30.36,2011,Heat Stress Illness,
1208,PINAL,37.73,30.36,2011,Heat Stress Illness,
1209,MARICOPA,31.31,30.36,2011,Heat Stress Illness,
1210,GILA,29.87,30.36,2011,Heat Stress Illness,
1211,COCHISE,23.72,30.36,2011,Heat Stress Illness,
1212,PIMA,20.12,30.36,2011,Heat Stress Illness,
1213,NAVAJO,17.72,30.36,2011,Heat Stress Illness,
1214,SANTA CRUZ,17.72,30.36,2011,Heat Stress Illness,
1215,YAVAPAI,12.76,30.36,2011,Heat Stress Illness,
1216,COCONINO,11.04,30.36,2011,Heat Stress Illness,
1217,MOHAVE,64.27,24.97,2010,Heat Stress Illness,
1218,YUMA,56.82,24.97,2010,Heat Stress Illness,
1219,PINAL,26.47,24.97,2010,Heat Stress Illness,
1220,MARICOPA,25.06,24.97,2010,Heat Stress Illness,
1221,COCHISE,22.43,24.97,2010,Heat Stress Illness,
1222,GRAHAM,21.53,24.97,2010,Heat Stress Illness,
1223,PIMA,20.62,24.97,2010,Heat Stress Illness,
1224,LA PAZ,16.93,24.97,2010,Heat Stress Illness,
1225,GILA,16.82,24.97,2010,Heat Stress Illness,
1226,YAVAPAI,12.87,24.97,2010,Heat Stress Illness,
1227,COCONINO,12.35,24.97,2010,Heat Stress Illness,
1228,YUMA,71.04,21.5,2009,Heat Stress Illness,
1229,LA PAZ,55.75,21.5,2009,Heat Stress Illness,
1230,MOHAVE,44.14,21.5,2009,Heat Stress Illness,
1231,PINAL,26.02,21.5,2009,Heat Stress Illness,
1232,MARICOPA,21.61,21.5,2009,Heat Stress Illness,
1233,GRAHAM,20.1,21.5,2009,Heat Stress Illness,
1234,COCHISE,19.1,21.5,2009,Heat Stress Illness,
1235,PIMA,14.65,21.5,2009,Heat Stress Illness,
1236,GILA,13.03,21.5,2009,Heat Stress Illness,
1237,YAVAPAI,11.95,21.5,2009,Heat Stress Illness,
1238,COCONINO,8.61,21.5,2009,Heat Stress Illness,
1239,GREENLEE,0,21.5,2009,Heat Stress Illness,
1240,SANTA CRUZ,0,21.5,2009,Heat Stress Illness,
1241,LA PAZ,81.02,21.01,2008,Heat Stress Illness,
1242,YUMA,54.66,21.01,2008,Heat Stress Illness,
1243,MOHAVE,39.35,21.01,2008,Heat Stress Illness,
1244,MARICOPA,21.83,21.01,2008,Heat Stress Illness,
1245,PINAL,21.7,21.01,2008,Heat Stress Illness,
1246,COCHISE,20.5,21.01,2008,Heat Stress Illness,
1247,GRAHAM,20.05,21.01,2008,Heat Stress Illness,
1248,GILA,19.21,21.01,2008,Heat Stress Illness,
1249,PIMA,14.21,21.01,2008,Heat Stress Illness,
1250,APACHE,13.18,21.01,2008,Heat Stress Illness,
1251,COCONINO,11.12,21.01,2008,Heat Stress Illness,
1252,YAVAPAI,8.47,21.01,2008,Heat Stress Illness,
1253,NAVAJO,7.66,21.01,2008,Heat Stress Illness,
1254,LA PAZ,76.18,22.84,2007,Heat Stress Illness,
1255,YUMA,55.83,22.84,2007,Heat Stress Illness,
1256,MOHAVE,34.48,22.84,2007,Heat Stress Illness,
1257,PINAL,30.77,22.84,2007,Heat Stress Illness,
1258,COCHISE,23.85,22.84,2007,Heat Stress Illness,
1259,MARICOPA,23.35,22.84,2007,Heat Stress Illness,
1260,SANTA CRUZ,19.99,22.84,2007,Heat Stress Illness,
1261,GRAHAM,19.59,22.84,2007,Heat Stress Illness,
1262,GILA,17.21,22.84,2007,Heat Stress Illness,
1263,PIMA,15.51,22.84,2007,Heat Stress Illness,
1264,YAVAPAI,11.98,22.84,2007,Heat Stress Illness,
1265,COCONINO,11.4,22.84,2007,Heat Stress Illness,
1266,APACHE,9.87,22.84,2007,Heat Stress Illness,
1267,NAVAJO,5.53,22.84,2007,Heat Stress Illness,
1268,LA PAZ,77,22.59,2006,Heat Stress Illness,
1269,YUMA,61.15,22.59,2006,Heat Stress Illness,
1270,MOHAVE,35.44,22.59,2006,Heat Stress Illness,
1271,PINAL,28.01,22.59,2006,Heat Stress Illness,
1272,GILA,27.76,22.59,2006,Heat Stress Illness,
1273,COCHISE,26.35,22.59,2006,Heat Stress Illness,
1274,MARICOPA,22.93,22.59,2006,Heat Stress Illness,
1275,GRAHAM,17.91,22.59,2006,Heat Stress Illness,
1276,PIMA,16.15,22.59,2006,Heat Stress Illness,
1277,SANTA CRUZ,13.56,22.59,2006,Heat Stress Illness,
1278,YAVAPAI,12.73,22.59,2006,Heat Stress Illness,
1279,APACHE,11.71,22.59,2006,Heat Stress Illness,
1280,COCONINO,7.42,22.59,2006,Heat Stress Illness,
1281,GREENLEE,0,22.59,2006,Heat Stress Illness,
1282,LA PAZ,81.23,24,2005,Heat Stress Illness,
1283,YUMA,63.24,24,2005,Heat Stress Illness,
1284,GRAHAM,44.1,24,2005,Heat Stress Illness,
1285,MOHAVE,34.48,24,2005,Heat Stress Illness,
1286,COCHISE,32.67,24,2005,Heat Stress Illness,
1287,PINAL,32.31,24,2005,Heat Stress Illness,
1288,GILA,24.56,24,2005,Heat Stress Illness,
1289,MARICOPA,24.01,24,2005,Heat Stress Illness,
1290,SANTA CRUZ,19.42,24,2005,Heat Stress Illness,
1291,PIMA,17.6,24,2005,Heat Stress Illness,
1292,YAVAPAI,12.37,24,2005,Heat Stress Illness,
1293,NAVAJO,9.18,24,2005,Heat Stress Illness,
1294,COCONINO,7.61,24,2005,Heat Stress Illness,
1295,PINAL,123.6,98.8,2017,Infectious Diseases,
1296,GILA,116.6,98.8,2017,Infectious Diseases,
1297,MARICOPA,115.3,98.8,2017,Infectious Diseases,
1298,PIMA,100.3,98.8,2017,Infectious Diseases,
1299,LA PAZ,95,98.8,2017,Infectious Diseases,
1300,GRAHAM,47.7,98.8,2017,Infectious Diseases,
1301,NAVAJO,42.3,98.8,2017,Infectious Diseases,
1302,APACHE,42.2,98.8,2017,Infectious Diseases,
1303,SANTA CRUZ,36.9,98.8,2017,Infectious Diseases,
1304,MOHAVE,32.5,98.8,2017,Infectious Diseases,
1305,GREENLEE,30.3,98.8,2017,Infectious Diseases,
1306,YAVAPAI,26.5,98.8,2017,Infectious Diseases,
1307,COCHISE,24.9,98.8,2017,Infectious Diseases,
1308,COCONINO,22.7,98.8,2017,Infectious Diseases,
1309,YUMA,13.6,98.8,2017,Infectious Diseases,
1310,PINAL,120.1,88.9,2016,Infectious Diseases,
1311,MARICOPA,104.7,88.9,2016,Infectious Diseases,
1312,PIMA,88.3,88.9,2016,Infectious Diseases,
1313,GILA,62.2,88.9,2016,Infectious Diseases,
1314,LA PAZ,59.6,88.9,2016,Infectious Diseases,
1315,GRAHAM,44.1,88.9,2016,Infectious Diseases,
1316,GREENLEE,30.7,88.9,2016,Infectious Diseases,
1317,NAVAJO,30.4,88.9,2016,Infectious Diseases,
1318,COCONINO,30.2,88.9,2016,Infectious Diseases,
1319,COCHISE,24.9,88.9,2016,Infectious Diseases,
1320,YAVAPAI,24.7,88.9,2016,Infectious Diseases,
1321,MOHAVE,23.5,88.9,2016,Infectious Diseases,
1322,APACHE,22.4,88.9,2016,Infectious Diseases,
1323,SANTA CRUZ,21.6,88.9,2016,Infectious Diseases,
1324,YUMA,8.8,88.9,2016,Infectious Diseases,
1325,PINAL,166.5,113.1,2015,Infectious Diseases,
1326,MARICOPA,130,113.1,2015,Infectious Diseases,
1327,PIMA,119.7,113.1,2015,Infectious Diseases,
1328,GILA,94.6,113.1,2015,Infectious Diseases,
1329,LA PAZ,69.1,113.1,2015,Infectious Diseases,
1330,NAVAJO,59.5,113.1,2015,Infectious Diseases,
1331,GREENLEE,42.6,113.1,2015,Infectious Diseases,
1332,GRAHAM,42.3,113.1,2015,Infectious Diseases,
1333,COCHISE,38.5,113.1,2015,Infectious Diseases,
